Player Name	Pos.	Birthdate	Birthplace	Province	Country	Start	End	GP	G	A	Pts	PIM	Yrs.	Lati	Longi
Doug "Andy" Anderson	C	10/20/1927	Edmonton	Alberta	Canada	1952	1953	0	0	0	0	0	1	53.544455	-113.490859
Billy Dea	C	04/03/1933	Edmonton	Alberta	Canada	1953	1971	397	67	54	121	44	8	53.544455	-113.490859
Gerry Melnyk	C	09/16/1934	Edmonton	Alberta	Canada	1955	1968	269	39	77	116	34	6	53.544455	-113.490859
Johnny Bucyk	L	05/12/1935	Edmonton	Alberta	Canada	1955	1978	1540	556	813	1369	497	23	53.544455	-113.490859
Gordon Strate	D	05/28/1935	Edmonton	Alberta	Canada	1956	1959	61	0	0	0	34	3	53.544455	-113.490859
Billy McNeill	C	01/26/1936	Edmonton	Alberta	Canada	1956	1964	257	21	46	67	142	6	53.544455	-113.490859
Charlie Holmes	R	09/21/1934	Edmonton	Alberta	Canada	1958	1962	23	1	3	4	10	2	53.544455	-113.490859
Len Haley	R	09/15/1931	Edmonton	Alberta	Canada	1959	1961	30	2	2	4	14	2	53.544455	-113.490859
Bruce MacGregor	C	04/26/1941	Edmonton	Alberta	Canada	1960	1974	893	213	257	470	217	14	53.544455	-113.490859
Craig Cameron	R	07/19/1945	Edmonton	Alberta	Canada	1966	1976	552	87	65	152	202	9	53.544455	-113.490859
Doug Barrie	D	10/02/1946	Edmonton	Alberta	Canada	1968	1972	158	10	42	52	268	3	53.544455	-113.490859
Ray McKay	D	08/22/1946	Edmonton	Alberta	Canada	1968	1974	140	2	16	18	102	6	53.544455	-113.490859
Hap Myers	D	07/28/1947	Edmonton	Alberta	Canada	1970	1971	13	0	0	0	6	1	53.544455	-113.490859
Jim Shires	L	11/15/1945	Edmonton	Alberta	Canada	1970	1973	56	3	6	9	32	3	53.544455	-113.490859
Brian Lavender	L	04/20/1947	Edmonton	Alberta	Canada	1971	1975	184	16	26	42	174	4	53.544455	-113.490859
Dave Kryskow	F	12/25/1951	Edmonton	Alberta	Canada	1972	1976	231	33	56	89	174	4	53.544455	-113.490859
Tom Bladon	D	12/29/1952	Edmonton	Alberta	Canada	1972	1981	610	73	197	270	392	9	53.544455	-113.490859
Phil Russell	D	07/21/1952	Edmonton	Alberta	Canada	1972	1987	1016	99	325	424	2038	15	53.544455	-113.490859
Larry Bignell	D	01/07/1950	Edmonton	Alberta	Canada	1973	1975	20	0	3	3	2	2	53.544455	-113.490859
Gary Bromley	G	01/19/1950	Edmonton	Alberta	Canada	1973	1981	136	0	6	6	12	6	53.544455	-113.490859
Jack McIlhargey	D	03/07/1952	Edmonton	Alberta	Canada	1974	1982	393	11	36	47	1102	8	53.544455	-113.490859
Bob Hess	D	05/19/1955	Edmonton	Alberta	Canada	1974	1984	329	27	95	122	178	8	53.544455	-113.490859
Harold Snepsts	D	10/24/1954	Edmonton	Alberta	Canada	1974	1991	1033	38	195	233	2009	17	53.544455	-113.490859
Dale Lewis	L	07/28/1951	Edmonton	Alberta	Canada	1975	1976	8	0	0	0	0	1	53.544455	-113.490859
Bill Oleschuk	G	07/20/1955	Edmonton	Alberta	Canada	1975	1980	55	0	0	0	14	4	53.544455	-113.490859
Al Cameron	D	10/21/1955	Edmonton	Alberta	Canada	1975	1981	282	11	44	55	356	6	53.544455	-113.490859
Richard Mulhern	D	03/01/1955	Edmonton	Alberta	Canada	1975	1981	303	27	93	120	217	6	53.544455	-113.490859
Doug Soetaert	G	04/21/1956	Edmonton	Alberta	Canada	1975	1987	284	0	7	7	68	12	53.544455	-113.490859
Jamie Gallimore	R	11/28/1957	Edmonton	Alberta	Canada	1977	1978	2	0	0	0	0	1	53.544455	-113.490859
Rick Jodzio	L	06/03/1954	Edmonton	Alberta	Canada	1977	1978	70	2	8	10	71	1	53.544455	-113.490859
Dave Hoyda	L	05/20/1957	Edmonton	Alberta	Canada	1977	1981	132	6	17	23	299	4	53.544455	-113.490859
Greg Carroll	C	11/10/1956	Edmonton	Alberta	Canada	1978	1980	131	20	34	54	44	2	53.544455	-113.490859
Wayne Babych	R	06/06/1958	Edmonton	Alberta	Canada	1978	1987	519	192	246	438	498	9	53.544455	-113.490859
Pete Peeters	G	08/01/1957	Edmonton	Alberta	Canada	1978	1991	488	0	14	14	212	13	53.544455	-113.490859
Don Cutts	G	02/24/1956	Edmonton	Alberta	Canada	1979	1980	6	0	0	0	6	1	53.544455	-113.490859
George Lyle	F	11/24/1953	Edmonton	Alberta	Canada	1979	1983	99	24	38	62	51	4	53.544455	-113.490859
John-Paul Kelly	L	11/15/1959	Edmonton	Alberta	Canada	1979	1986	400	54	70	124	366	7	53.544455	-113.490859
Lindy Ruff	D	02/17/1960	Edmonton	Alberta	Canada	1979	1991	691	105	195	300	1264	12	53.544455	-113.490859
John Ogrodnick	R	06/20/1959	Edmonton	Alberta	Canada	1979	1993	928	402	425	827	260	14	53.544455	-113.490859
Pat Conacher	C	05/01/1959	Edmonton	Alberta	Canada	1979	1996	521	63	76	139	235	13	53.544455	-113.490859
Mark Messier	C	01/18/1961	Edmonton	Alberta	Canada	1979	2004	1756	694	1193	1887	1910	25	53.544455	-113.490859
Kevin Primeau	F	01/03/1955	Edmonton	Alberta	Canada	1980	1981	2	0	0	0	4	1	53.544455	-113.490859
Dave Orleski	L	12/26/1959	Edmonton	Alberta	Canada	1980	1982	2	0	0	0	0	2	53.544455	-113.490859
Kevin Maxwell	F	03/30/1960	Edmonton	Alberta	Canada	1980	1984	66	6	15	21	61	3	53.544455	-113.490859
Mickey Volcan	D	03/03/1962	Edmonton	Alberta	Canada	1980	1984	162	8	33	41	146	4	53.544455	-113.490859
Tim Tookey	C	08/29/1960	Edmonton	Alberta	Canada	1980	1989	106	22	36	58	71	7	53.544455	-113.490859
Dave Babych	D	05/23/1961	Edmonton	Alberta	Canada	1980	1999	1195	142	581	723	970	19	53.544455	-113.490859
Gary Yaremchuk	C	08/15/1961	Edmonton	Alberta	Canada	1981	1985	34	1	4	5	28	4	53.544455	-113.490859
Jim Benning	D	04/29/1963	Edmonton	Alberta	Canada	1981	1990	610	52	191	243	461	9	53.544455	-113.490859
Glenn Merkosky	F	04/08/1960	Edmonton	Alberta	Canada	1981	1990	66	5	12	17	22	5	53.544455	-113.490859
Randy Gregg	D	02/19/1956	Edmonton	Alberta	Canada	1981	1992	474	41	152	193	333	10	53.544455	-113.490859
Clint Malarchuk	G	05/01/1961	Edmonton	Alberta	Canada	1981	1992	338	0	14	14	134	10	53.544455	-113.490859
Marc Magnan	L	02/02/1962	Edmonton	Alberta	Canada	1982	1983	4	0	1	1	5	1	53.544455	-113.490859
Stu Kulak	R	03/11/1963	Edmonton	Alberta	Canada	1982	1989	90	8	4	12	130	4	53.544455	-113.490859
Perry Pelensky	R	03/20/1962	Edmonton	Alberta	Canada	1983	1984	4	0	0	0	5	1	53.544455	-113.490859
Brian Ford	G	09/22/1961	Edmonton	Alberta	Canada	1983	1985	11	0	0	0	0	2	53.544455	-113.490859
Dave Donnelly	F	02/02/1962	Edmonton	Alberta	Canada	1983	1988	137	15	24	39	150	5	53.544455	-113.490859
Ken Yaremchuk	C	01/01/1964	Edmonton	Alberta	Canada	1983	1989	235	36	56	92	106	6	53.544455	-113.490859
Kelly Hrudey	G	01/13/1961	Edmonton	Alberta	Canada	1983	1998	677	0	16	16	173	15	53.544455	-113.490859
Ken Daneyko	D	04/17/1962	Edmonton	Alberta	Canada	1983	2003	1283	36	142	178	2516	20	53.544455	-113.490859
Rob Geale	C	04/17/1962	Edmonton	Alberta	Canada	1984	1985	1	0	0	0	2	1	53.544455	-113.490859
Perry Berezan	C	12/05/1964	Edmonton	Alberta	Canada	1984	1993	378	61	75	136	277	9	53.544455	-113.490859
Brian Benning	D	06/10/1966	Edmonton	Alberta	Canada	1984	1995	568	63	233	296	963	11	53.544455	-113.490859
Randy Bucyk	C	11/09/1962	Edmonton	Alberta	Canada	1985	1988	19	4	2	6	8	2	53.544455	-113.490859
Darrell May	G	03/06/1962	Edmonton	Alberta	Canada	1985	1988	6	0	1	1	2	2	53.544455	-113.490859
Dave Pasin	C	07/08/1966	Edmonton	Alberta	Canada	1985	1989	76	18	19	37	50	2	53.544455	-113.490859
Steve Dykstra	D	12/01/1961	Edmonton	Alberta	Canada	1985	1990	217	8	32	40	545	5	53.544455	-113.490859
John Kordic	D	03/22/1965	Edmonton	Alberta	Canada	1985	1992	244	17	18	35	997	7	53.544455	-113.490859
Kevan Guy	D	07/16/1965	Edmonton	Alberta	Canada	1986	1992	156	5	20	25	138	6	53.544455	-113.490859
Jim Thomson	R	12/30/1965	Edmonton	Alberta	Canada	1986	1994	115	4	3	7	416	7	53.544455	-113.490859
Gord Mark	D	09/10/1964	Edmonton	Alberta	Canada	1986	1995	85	3	10	13	187	4	53.544455	-113.490859
Dave Goertz	D	03/28/1965	Edmonton	Alberta	Canada	1987	1988	2	0	0	0	2	1	53.544455	-113.490859
Mike Berger	D	06/02/1967	Edmonton	Alberta	Canada	1987	1989	30	3	1	4	67	2	53.544455	-113.490859
Wally Schreiber	F	04/15/1962	Edmonton	Alberta	Canada	1987	1989	41	8	10	18	12	2	53.544455	-113.490859
Mark Kachowski	L	02/20/1965	Edmonton	Alberta	Canada	1987	1990	64	6	5	11	209	3	53.544455	-113.490859
Zarley Zalapski	D	04/22/1968	Edmonton	Alberta	Canada	1987	2000	637	99	285	384	684	12	53.544455	-113.490859
Greg Hawgood	D	08/10/1968	Edmonton	Alberta	Canada	1987	2002	474	60	164	224	426	12	53.544455	-113.490859
Jeff Finley	D	04/14/1967	Edmonton	Alberta	Canada	1987	2004	708	13	70	83	457	15	53.544455	-113.490859
Ray Podloski	F	01/05/1966	Edmonton	Alberta	Canada	1988	1989	8	0	1	1	22	1	53.544455	-113.490859
John Mokosak	D	09/07/1963	Edmonton	Alberta	Canada	1988	1990	41	0	2	2	96	2	53.544455	-113.490859
Dean Kolstad	D	06/16/1968	Edmonton	Alberta	Canada	1988	1993	40	1	7	8	69	3	53.544455	-113.490859
Brad Miller	D	07/23/1969	Edmonton	Alberta	Canada	1988	1994	82	1	5	6	321	6	53.544455	-113.490859
Dave Thomlinson	L	10/22/1966	Edmonton	Alberta	Canada	1989	1995	42	1	3	4	50	5	53.544455	-113.490859
Dave Chyzowski	L	07/11/1971	Edmonton	Alberta	Canada	1989	1997	126	15	16	31	144	6	53.544455	-113.490859
Geoff Smith	D	03/07/1969	Edmonton	Alberta	Canada	1989	1999	462	18	73	91	282	10	53.544455	-113.490859
Ross McKay	G	03/03/1964	Edmonton	Alberta	Canada	1990	1991	1	0	0	0	0	1	53.544455	-113.490859
Dave Marcinyshyn	D	02/04/1967	Edmonton	Alberta	Canada	1990	1993	16	0	1	1	49	3	53.544455	-113.490859
Greg Parks	R	03/25/1967	Edmonton	Alberta	Canada	1990	1993	23	1	2	3	6	3	53.544455	-113.490859
Gary Shuchuk	C	02/17/1967	Edmonton	Alberta	Canada	1990	1996	142	13	26	39	70	5	53.544455	-113.490859
Ken Sutton	D	11/05/1969	Edmonton	Alberta	Canada	1990	2002	388	23	80	103	338	11	53.544455	-113.490859
Garry Valk	L	11/27/1967	Edmonton	Alberta	Canada	1990	2003	777	100	156	256	747	13	53.544455	-113.490859
Dan Kordic	L	04/18/1971	Edmonton	Alberta	Canada	1991	1999	197	4	8	12	584	6	53.544455	-113.490859
Kent Manderville	C	04/12/1971	Edmonton	Alberta	Canada	1991	2003	646	37	67	104	348	12	53.544455	-113.490859
Scott Niedermayer	D	08/31/1973	Edmonton	Alberta	Canada	1991	2010	1263	172	568	740	784	18	53.544455	-113.490859
Darryl Sydor	D	05/13/1972	Edmonton	Alberta	Canada	1991	2010	1291	98	409	507	755	18	53.544455	-113.490859
Roy Mitchell	D	03/14/1969	Edmonton	Alberta	Canada	1992	1993	3	0	0	0	0	1	53.544455	-113.490859
Richard Matvichuk	D	02/05/1973	Edmonton	Alberta	Canada	1992	2007	796	39	139	178	624	14	53.544455	-113.490859
Andy Schneider	L	03/29/1972	Edmonton	Alberta	Canada	1993	1994	10	0	0	0	15	1	53.544455	-113.490859
Ed Ward	R	11/10/1969	Edmonton	Alberta	Canada	1993	2001	278	23	26	49	354	8	53.544455	-113.490859
Jamie McLennan	G	06/30/1971	Edmonton	Alberta	Canada	1993	2007	254	0	3	3	54	11	53.544455	-113.490859
Brantt Myhres	L	03/18/1974	Edmonton	Alberta	Canada	1994	2003	154	6	2	8	687	7	53.544455	-113.490859
Scott Langkow	G	04/21/1975	Edmonton	Alberta	Canada	1995	2000	20	0	0	0	0	4	53.544455	-113.490859
Rob Tallas	G	03/20/1973	Edmonton	Alberta	Canada	1995	2001	99	0	0	0	6	6	53.544455	-113.490859
Cale Hulse	D	11/10/1973	Edmonton	Alberta	Canada	1995	2006	619	16	79	95	1000	10	53.544455	-113.490859
Jason Strudwick	L	07/17/1975	Edmonton	Alberta	Canada	1995	2011	674	13	42	55	811	14	53.544455	-113.490859
Daymond Langkow	C	09/27/1976	Edmonton	Alberta	Canada	1995	2012	1090	270	402	672	547	16	53.544455	-113.490859
Jarome Iginla	R	07/01/1977	Edmonton	Alberta	Canada	1995	2013	1232	530	576	1106	840	17	53.544455	-113.490859
Scott Nichol	C	12/31/1974	Edmonton	Alberta	Canada	1995	2013	662	56	71	127	916	13	53.544455	-113.490859
Hnat Domenichelli	C	02/16/1976	Edmonton	Alberta	Canada	1996	2003	267	52	61	113	104	7	53.544455	-113.490859
Paul Healey	W	03/20/1975	Edmonton	Alberta	Canada	1996	2006	77	6	14	20	44	6	53.544455	-113.490859
Terran Sandwith	D	04/17/1972	Edmonton	Alberta	Canada	1997	1998	8	0	0	0	6	1	53.544455	-113.490859
Warren Luhning	R	07/03/1975	Edmonton	Alberta	Canada	1997	2000	29	0	1	1	21	3	53.544455	-113.490859
Ray Schultz	D	11/14/1976	Edmonton	Alberta	Canada	1997	2003	45	0	4	4	155	6	53.544455	-113.490859
Jason Botterill	L	05/19/1976	Edmonton	Alberta	Canada	1997	2004	88	5	9	14	89	6	53.544455	-113.490859
Chris Dingman	L	07/06/1976	Edmonton	Alberta	Canada	1997	2006	385	15	19	34	769	8	53.544455	-113.490859
Brad Isbister	L	05/07/1977	Edmonton	Alberta	Canada	1997	2008	541	106	116	222	615	10	53.544455	-113.490859
Derek Morris	D	08/24/1978	Edmonton	Alberta	Canada	1997	2013	1044	87	320	407	963	15	53.544455	-113.490859
Lee Sorochan	D	09/09/1975	Edmonton	Alberta	Canada	1998	2000	3	0	0	0	0	2	53.544455	-113.490859
Jay Henderson	L	09/17/1978	Edmonton	Alberta	Canada	1998	2001	33	1	3	4	37	3	53.544455	-113.490859
Shane Willis	R	06/13/1977	Edmonton	Alberta	Canada	1998	2004	174	31	43	74	77	5	53.544455	-113.490859
Tyson Nash	L	03/11/1975	Edmonton	Alberta	Canada	1998	2006	374	27	37	64	673	7	53.544455	-113.490859
Paul Comrie	C	02/07/1977	Edmonton	Alberta	Canada	1999	2000	15	1	2	3	4	1	53.544455	-113.490859
Kyle Freadrich	L	12/28/1978	Edmonton	Alberta	Canada	1999	2001	23	0	1	1	75	2	53.544455	-113.490859
Zenith Komarniski	D	08/13/1978	Edmonton	Alberta	Canada	1999	2004	21	1	1	2	10	3	53.544455	-113.490859
Johnathan Aitken	D	05/24/1978	Edmonton	Alberta	Canada	1999	2004	44	0	1	1	70	2	53.544455	-113.490859
Steven Reinprecht	C	05/07/1976	Edmonton	Alberta	Canada	1999	2011	663	140	242	382	186	11	53.544455	-113.490859
Andrew Ference	D	03/17/1979	Edmonton	Alberta	Canada	1999	2013	760	37	156	193	645	13	53.544455	-113.490859
Mark Smith	C	10/24/1977	Edmonton	Alberta	Canada	2000	2008	377	23	47	70	457	7	53.544455	-113.490859
Matt Pettinger	L	10/22/1980	Edmonton	Alberta	Canada	2000	2010	422	65	58	123	210	9	53.544455	-113.490859
Mike Comrie	C	09/11/1980	Edmonton	Alberta	Canada	2000	2011	589	168	197	365	443	10	53.544455	-113.490859
Jason Chimera	L	05/02/1979	Edmonton	Alberta	Canada	2000	2013	710	121	147	268	706	12	53.544455	-113.490859
Kyle Rossiter	D	06/09/1980	Edmonton	Alberta	Canada	2001	2004	11	0	1	1	9	3	53.544455	-113.490859
Blair Betts	C	02/16/1980	Edmonton	Alberta	Canada	2001	2011	477	41	37	78	118	9	53.544455	-113.490859
Brian Sutherby	C	03/01/1982	Edmonton	Alberta	Canada	2001	2011	460	41	49	90	533	9	53.544455	-113.490859
Ross Lupaschuk	D	01/19/1981	Edmonton	Alberta	Canada	2002	2003	3	0	0	0	4	1	53.544455	-113.490859
Jamie Lundmark	C	01/16/1981	Edmonton	Alberta	Canada	2002	2010	295	40	59	99	204	6	53.544455	-113.490859
Fernando Pisani	R	12/27/1976	Edmonton	Alberta	Canada	2002	2011	462	87	82	169	200	8	53.544455	-113.490859
Jay Bouwmeester	D	09/27/1983	Edmonton	Alberta	Canada	2002	2013	764	72	235	307	469	10	53.544455	-113.490859
Vern Fiddler	C	05/09/1980	Edmonton	Alberta	Canada	2002	2013	580	71	112	183	390	10	53.544455	-113.490859
Mike Bishai	C	05/30/1979	Edmonton	Alberta	Canada	2003	2004	14	0	2	2	19	1	53.544455	-113.490859
Garret Stroshein	W	04/04/1980	Edmonton	Alberta	Canada	2003	2004	3	0	0	0	14	1	53.544455	-113.490859
Matt Keith	C	04/11/1983	Edmonton	Alberta	Canada	2003	2008	27	2	3	5	14	4	53.544455	-113.490859
Nathan Smith	C	02/09/1982	Edmonton	Alberta	Canada	2003	2010	26	0	0	0	14	5	53.544455	-113.490859
Gilbert Brule	C	01/01/1987	Edmonton	Alberta	Canada	2005	2012	296	43	52	95	154	7	53.544455	-113.490859
Erik Christensen	C	12/17/1983	Edmonton	Alberta	Canada	2005	2012	387	68	95	163	162	7	53.544455	-113.490859
Dion Phaneuf	D	04/10/1985	Edmonton	Alberta	Canada	2005	2013	600	106	234	340	801	8	53.544455	-113.490859
Duncan Milroy	R	02/08/1983	Edmonton	Alberta	Canada	2006	2007	5	0	1	1	0	1	53.544455	-113.490859
Shawn Belle	D	01/03/1985	Edmonton	Alberta	Canada	2006	2011	20	0	1	1	2	3	53.544455	-113.490859
Johnny Boychuk	D	01/19/1984	Edmonton	Alberta	Canada	2007	2013	246	14	38	52	153	6	53.544455	-113.490859
Mark Fistric	D	06/01/1986	Edmonton	Alberta	Canada	2007	2013	282	3	26	29	252	6	53.544455	-113.490859
Bryan Little	C	11/12/1987	Edmonton	Alberta	Canada	2007	2013	404	99	128	227	125	6	53.544455	-113.490859
David Schlemko	D	05/07/1987	Edmonton	Alberta	Canada	2008	2013	139	7	30	37	54	5	53.544455	-113.490859
Dustin Kohn	D	02/02/1987	Edmonton	Alberta	Canada	2009	2010	22	0	4	4	4	1	53.544455	-113.490859
Deryk Engelland	D	04/05/1982	Edmonton	Alberta	Canada	2009	2013	187	7	28	35	250	4	53.544455	-113.490859
Tyler Ennis	C	10/06/1989	Edmonton	Alberta	Canada	2009	2013	187	48	75	123	66	4	53.544455	-113.490859
Matt Frattin	R	01/03/1988	Edmonton	Alberta	Canada	2010	2013	82	15	13	28	29	3	53.544455	-113.490859
Matt Kassian	L	10/28/1986	Edmonton	Alberta	Canada	2010	2013	43	3	0	3	114	3	53.544455	-113.490859
Jared Spurgeon	D	11/29/1989	Edmonton	Alberta	Canada	2010	2013	162	12	38	50	12	3	53.544455	-113.490859
Brendan Gallagher	R	05/06/1992	Edmonton	Alberta	Canada	2012	2013	44	15	13	28	33	1	53.544455	-113.490859
Alex Petrovic	D	03/03/1992	Edmonton	Alberta	Canada	2012	2013	6	0	0	0	25	1	53.544455	-113.490859
Jerry Wilson	C	4/10/1937	Edmonton 	Alberta	Canada	1956	1957	3	0	0	0	2	1	53.544455	-113.490859
Sheldon Souray	D	07/13/1976	Elk Point	Alberta	Canada	1997	2013	758	109	191	300	1145	13	53.897449	-110.900967
Mark Letestu	C	02/04/1985	Elk Point	Alberta	Canada	2009	2013	182	39	41	80	33	4	53.897449	-110.900967
Evan Oberg	D	02/16/1988	Forestburg	Alberta	Canada	2009	2012	7	0	0	0	0	3	52.582339	-112.065695
Dan Hodgson	C	08/29/1965	Fort McMurray	Alberta	Canada	1985	1989	114	29	45	74	64	4	56.726795	-111.379333
Nolan Pratt	D	08/14/1975	Fort McMurray	Alberta	Canada	1996	2008	592	9	56	65	537	11	56.726795	-111.379333
Scottie Upshall	W	10/07/1983	Fort McMurray	Alberta	Canada	2002	2013	414	92	90	182	379	10	56.726795	-111.379333
Justin Pogge	G	04/22/1986	Fort McMurray	Alberta	Canada	2008	2009	7	0	0	0	0	1	56.726795	-111.379333
Carl Mokosak	L	09/22/1962	Fort Saskatchewan	Alberta	Canada	1981	1989	83	11	15	26	170	6	53.700739	-113.209371
Allen Pedersen	D	01/13/1965	Fort Saskatchewan	Alberta	Canada	1986	1994	428	5	36	41	487	8	53.700739	-113.209371
Ray Whitney	L	05/08/1972	Fort Saskatchewan	Alberta	Canada	1991	2013	1261	376	656	1032	451	21	53.700739	-113.209371
Mike Commodore	D	11/07/1979	Fort Saskatchewan	Alberta	Canada	2000	2012	484	23	83	106	683	11	53.700739	-113.209371
Joffrey Lupul	C	09/23/1983	Fort Saskatchewan	Alberta	Canada	2003	2013	531	162	179	341	325	9	53.700739	-113.209371
Scott Lehman	D	01/05/1986	Ft. McMurray	Alberta	Canada	2008	2009	1	0	0	0	0	1	56.726041	-111.380706
Garry Howatt	L	09/26/1952	Glendon	Alberta	Canada	1972	1984	720	112	156	268	1836	12	54.249921	-111.154186
Stan Smyl	W	01/28/1958	Glendon	Alberta	Canada	1978	1991	896	262	411	673	1556	13	54.249921	-111.154186
Dean McAmmond	L	06/15/1973	Grand Cache	Alberta	Canada	1991	2010	996	186	262	448	490	17	53.88904	-119.113937
Travis Roche	D	06/17/1978	Grand Cache	Alberta	Canada	2000	2007	60	6	14	20	24	4	53.88904	-119.113937
Galen Head	R	04/16/1947	Grande Prairie	Alberta	Canada	1967	1968	1	0	0	0	0	1	55.169563	-118.798422
Howard Walker	D	08/05/1958	Grande Prairie	Alberta	Canada	1980	1983	83	2	12	14	133	3	55.169563	-118.798422
Shane Doan	C	10/10/1976	Halkirk	Alberta	Canada	1995	2013	1246	331	484	815	1108	17	52.28312	-112.153905
Lanny McDonald	F	02/16/1953	Hanna	Alberta	Canada	1973	1989	1111	500	506	1006	899	16	51.644054	-111.92869
Jim Nill	R	04/11/1958	Hanna	Alberta	Canada	1981	1990	524	58	87	145	854	9	51.644054	-111.92869
Tom Lysiak	F	04/22/1953	High Prairie	Alberta	Canada	1973	1986	919	292	551	843	569	13	55.434013	-116.487753
Kelly Pratt	R	02/08/1953	High Prairie	Alberta	Canada	1974	1975	22	0	6	6	15	1	55.434013	-116.487753
John McKenzie	R	12/12/1937	High River	Alberta	Canada	1958	1972	691	206	268	474	917	12	50.580158	-113.870513
Glen Sather	L	09/02/1943	High River	Alberta	Canada	1966	1976	658	80	112	192	724	10	50.580158	-113.870513
Bruce Greig	L	05/09/1953	High River	Alberta	Canada	1973	1975	9	0	1	1	46	2	50.580158	-113.870513
Mark Greig	R	01/25/1970	High River	Alberta	Canada	1990	2003	125	13	27	40	90	9	50.580158	-113.870513
Brad Zavisha	L	01/04/1972	Hines Creek	Alberta	Canada	1993	1994	2	0	0	0	0	1	56.247449	-118.601836
Dave Scatchard	C	02/20/1976	Hinton	Alberta	Canada	1997	2011	659	128	141	269	1040	11	53.406695	-117.569376
Ted Hodgson	R	06/30/1945	Hobbema	Alberta	Canada	1966	1967	4	0	0	0	0	1	52.834534	-113.447121
Gary Bauman	G	07/21/1940	Innisfail	Alberta	Canada	1966	1969	35	0	0	0	2	3	52.027451	-113.947012
Dallas Gaume	C	08/27/1963	Innisfail	Alberta	Canada	1988	1989	4	1	1	2	0	1	52.027451	-113.947012
John Hilworth	D	05/23/1957	Jasper	Alberta	Canada	1977	1980	57	1	1	2	89	3	52.879309	-118.079245
Brian Young	D	11/02/1958	Jasper	Alberta	Canada	1980	1981	8	0	2	2	6	1	52.879309	-118.079245
Ian Herbers	D	07/18/1967	Jasper	Alberta	Canada	1993	2000	65	0	5	5	79	2	52.879309	-118.079245
Darren Reid	R	05/08/1983	Lac La Biche	Alberta	Canada	2005	2007	21	0	1	1	18	2	54.769847	-111.972553
Rene Bourque	L	12/10/1981	Lac La Biche	Alberta	Canada	2005	2013	497	133	127	260	436	8	54.769847	-111.972553
Larry Mickey	R	10/21/1943	Lacombe	Alberta	Canada	1964	1975	292	39	53	92	160	11	52.462987	-113.729177
Randy Wyrozub	C	04/08/1950	Lacombe	Alberta	Canada	1970	1974	100	8	10	18	10	4	52.462987	-113.729177
Darin Sceviour	F	11/30/1965	Lacombe	Alberta	Canada	1986	1987	1	0	0	0	0	1	52.462987	-113.729177
Gene Achtymichuk	C	09/07/1932	Lamont	Alberta	Canada	1951	1959	32	3	5	8	2	4	53.760345	-112.779548
Bob McGill	D	04/27/1962	Leduc	Alberta	Canada	1981	1994	705	17	55	72	1766	13	53.258305	-113.549946
Dixon Ward	R	09/23/1968	Leduc	Alberta	Canada	1992	2003	537	95	129	224	431	10	53.258305	-113.549946
Matt Climie	G	02/11/1983	Leduc	Alberta	Canada	2008	2011	5	0	0	0	0	3	53.258305	-113.549946
Vic Stasiuk	L	05/23/1929	Lethbridge	Alberta	Canada	1949	1963	745	183	254	437	669	14	49.695619	-112.840572
Bob Wood			Lethbridge	Alberta	Canada	1950	1951	1	0	0	0	0	1	49.695619	-112.840572
Doug Barkley	D	01/06/1937	Lethbridge	Alberta	Canada	1957	1966	253	24	80	104	382	6	49.695619	-112.840572
Earl Ingarfield	C	10/25/1934	Lethbridge	Alberta	Canada	1958	1971	746	179	226	405	239	13	49.695619	-112.840572
Autry Erickson	D	01/25/1938	Lethbridge	Alberta	Canada	1959	1970	226	7	24	31	182	7	49.695619	-112.840572
John MacMillan	R	10/25/1935	Lethbridge	Alberta	Canada	1960	1965	104	5	10	15	32	5	49.695619	-112.840572
Len Frig	D	03/01/1950	Lethbridge	Alberta	Canada	1972	1980	311	13	51	64	479	7	49.695619	-112.840572
Harvie Pocza	L	09/22/1959	Lethbridge	Alberta	Canada	1979	1982	3	0	0	0	2	2	49.695619	-112.840572
Vern Smith	D	05/30/1964	Lethbridge	Alberta	Canada	1984	1985	1	0	0	0	0	1	49.695619	-112.840572
Allan Egeland	C	01/31/1973	Lethbridge	Alberta	Canada	1995	1998	17	0	0	0	16	3	49.695619	-112.840572
Jamie Pushor	D	02/11/1973	Lethbridge	Alberta	Canada	1995	2006	521	14	46	60	648	10	49.695619	-112.840572
Stacy Roest	C	03/15/1974	Lethbridge	Alberta	Canada	1998	2003	244	28	48	76	54	5	49.695619	-112.840572
Mark Hartigan	C	10/15/1977	Lethbridge	Alberta	Canada	2001	2008	102	19	11	30	58	6	49.695619	-112.840572
Kris Versteeg	R	05/13/1986	Lethbridge	Alberta	Canada	2007	2013	331	90	115	205	206	6	49.695619	-112.840572
Spencer Machacek	R	10/14/1988	Lethbridge	Alberta	Canada	2008	2012	25	2	7	9	7	3	49.695619	-112.840572
Rob Klinkhammer	L	08/12/1986	Lethbridge	Alberta	Canada	2010	2013	38	5	8	13	12	3	49.695619	-112.840572
Cory Cross	D	01/03/1971	Lloydminster	Alberta	Canada	1993	2006	659	34	97	131	684	12	53.277971	-110.005923
Lance Ward	D	06/02/1978	Lloydminster	Alberta	Canada	2000	2004	209	4	12	16	391	4	53.277971	-110.005923
Clarke MacArthur	L	04/06/1985	Lloydminster	Alberta	Canada	2006	2013	403	93	120	213	229	7	53.277971	-110.005923
